Identifiant du carnet,Date de saisie du carnet,Date de jour de collecte,Origine,Ligne n�,Nature de la dépense,Montant,Enseigne ou type de magasin,coicop,Libellé coicop
10157809_01,09/09/2024,//,TABLEAU,4,2 BTS OIGNONS BLANC,,MARCHER,01.1.7.4.3,"Oignons et échalotes, frais ou réfrigérés"
10157702_01,06/09/2024,22/06/2024,TABLEAU,2,2 CABLES TRESSES LIGHRING VERS USB BELHIM 1M (POUR IPAD),39.5,C&C FRANCE,04.3.1.1.5,Accessoires de petit outillage pour le logement
10156828_01,19/08/2024,22/05/2024,TABLEAU,1,2 CAFES,4.2,BRASSERIE,11.1.1.1,"Restaurants, cafés et établissements similaires — service complet (S)"
10158392_01,04/09/2024,10/06/2024,TABLEAU,2,2 CAFES,3.4,POULAILLON LECLERC,11.1.1.1,"Restaurants, cafés et établissements similaires — service complet (S)"
10158133_01,09/10/2024,07/07/2024,TABLEAU,1,2 CAFES + 2 PETITES GAUFRETTES,11.9,VOLOTEA (AVION),11.1.1.2,"Restaurants, cafés et établissements similaires — service limité (S)"
10156877_01,08/10/2024,08/06/2024,TABLEAU,1,2 CAFES + PETIT PAIN + FLAN + JOURNAL,8.2,CAFE LA CABANE AUX DELICES,11.1.1.1,"Restaurants, cafés et établissements similaires — service complet (S)"
10156750_01,02/08/2024,30/05/2024,TABLEAU,3,2 CAMEL EN 20,26,TABAC,02.3.0.1,Cigarettes (ND)
10156750_01,02/08/2024,30/05/2024,TABLEAU,2,2 CARTES ANNIVERSAIRES,6.5,TABAC,09.7.4.0,Articles de papeterie et matériel de dessin (ND)
10157702_01,06/09/2024,22/06/2024,TABLEAU,4,2 CASQUES ONLINE CORDON 3.5M,26,AUCHAN,08.1.4.0,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image (D)"
10157757_01,13/08/2024,01/06/2024,TABLEAU,2,2 CBD,6,VIVAL MOULON,02.3.0.1,Cigarettes (ND)
10156968_01,26/08/2024,15/06/2024,TABLEAU,6,2 COCAS + BISCUIT,6.3,IKEA CAFETERIAT,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10158141_01,09/10/2024,15/06/2024,TABLEAU,2,2 CONCOMBRES,2,MARCHE,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10158321_01,28/08/2024,17/06/2024,TABLEAU,2,2 CONSULTATIONS,60,DOCTEUR,06.2,SERVICES DE SOINS AMBULATOIRES
10158619_01,10/09/2024,12/06/2024,TABLEAU,1,2 CROISSANTS,2.4,BOULANGER,01.1.1.3.9.2,Viennoiserie
10158392_01,04/09/2024,12/06/2024,TABLEAU,2,2 CROISSANTS,2.3,POULAILLON,01.1.1.3.9.2,Viennoiserie
10156979_01,09/10/2024,23/06/2024,TABLEAU,2,2 CROISSANTS,2,BOULANGERIE,01.1.1.3.9.2,Viennoiserie
10158638_01,21/08/2024,05/06/2024,TABLEAU,1,2 ENTREES PISCINE,6.8,PISCINE DE PACY-SUR-EURE,09.4.6.2,Prestations sportives - practice (S)
10157685_01,06/09/2024,28/06/2024,TABLEAU,3,2 ENTREES THEATRE,16,THEATRE,09.6.1.0,"Services fournis par les cinémas, théâtres et salles de concert (S)"
10151089_01,03/09/2024,09/06/2024,TABLEAU,1,2 GAUFRES,8.5,SQUARE DANS UN PARC,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10157847_01,25/07/2024,28/05/2024,TABLEAU,7,2 GLACES,9.1,DRIVE CARREFOUR,01.1.8.6.0,"Glaces, glaces et sorbets"
10158258_01,28/08/2024,09/06/2024,TABLEAU,3,2 LITRES LAIT,1.2,CHEZ LE FERMIER,01.1.4.1.1,Lait cru et entier de vache
10156803_01,16/08/2024,21/05/2024,TABLEAU,1,2 MINI PIZZAS,6,BOULANGERIE,01.1.1.3.9.4,Autres produits de boulangerie
10158122_01,27/08/2024,13/06/2024,TABLEAU,2,2 PACKS D'EAUX CRISTALINE,2.3,CHERLECLERQ,01.2.5.0.0,Eau
10158930_01,22/08/2024,04/06/2024,TABLEAU,4,2 PAIN BAGUETTES,2,BOULANGERIE,01.1.1.3.1,Pain
10157439_01,06/09/2024,07/06/2024,TABLEAU,1,2 PAIN-BAGUETTES,2.6,LIBRE-SERVICE,01.1.1.3.1,Pain
10158081_01,09/10/2024,22/06/2024,TABLEAU,1,2 PAINS,4.6,BOULANGERIE,01.1.1.3.1,Pain
10158235_01,09/10/2024,20/06/2024,TABLEAU,1,2 PAINS,4.4,BOULANGERIE,01.1.1.3.1,Pain
10156856_02,07/10/2024,26/06/2024,TABLEAU,1,2 PAINS + CHOUQUETTES,9.4,BOULANGERIE,01.1.1.3,Pain et produits de boulangerie (ND)
10158830_01,10/09/2024,18/07/2024,TABLEAU,2,2 PAINS AU CHOCOLAT,2.5,BOULANGERIE,01.1.1.3.9.2,Viennoiserie
10157409_01,22/08/2024,15/05/2024,TABLEAU,1,2 PAINS SAUCISSE BRIOCHE,3.8,BOULANGERIE LA FEE SYLDA,01.1.1.3.9.2,Viennoiserie
10158265_01,10/10/2024,22/06/2024,TABLEAU,1,2 PAQUETS CHARBON DE BOIS,13,ALIMENTATION,04.5.4.1,"Charbon, briquettes de charbon et tourbe (ND)"
10157464_01,21/08/2024,07/06/2024,TABLEAU,1,2 PAQUETS DE LEGUMES A SOUPE + GIROMON + 1 PAQUET D'HERBAGE,14,MARAICHE EMBULANT,01.1.7,"Légumes, tubercules, plantains, bananes à cuire et légumineuses (ND)"
10157439_01,06/09/2024,11/06/2024,TABLEAU,2,2 PIZZAS,37,PIZZERIA,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156979_01,09/10/2024,22/06/2024,TABLEAU,2,2 PLATS RESTO,34.7,ALASKA,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156948_01,02/08/2024,04/06/2024,TABLEAU,1,2 PNEUS TONDEUSE,37.6,MANO MANO,05.5.1.0,Outils et équipements motorisés (D)
10156886_01,08/10/2024,01/07/2024,TABLEAU,2,2 POLOS,10,PRIMARK,03.1.2.1,Vêtements pour hommes ou garçons (SD)
10156750_01,02/08/2024,27/05/2024,TABLEAU,1,2 POTS DE TABAC,46,BUREAU TABAC,02.3.0.9,Autres produits du tabac (ND)
10158861_01,22/08/2024,29/05/2024,TABLEAU,2,2 REPAS MC DO,32,MC DONALDS,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10157333_01,22/08/2024,05/06/2024,TABLEAU,3,2 SACHET DE RIZ,2.2,CARREFOUR,01.1.1.1.2,Riz
10158305_01,09/09/2024,01/06/2024,TABLEAU,6,2 SACS DE COURSE ISOTHERME,37.8,LECLERC,05.6.1.9,Autres biens ménagers non durables (ND)
10157702_01,06/09/2024,22/06/2024,TABLEAU,12,2 SAINT MARCELLIN,6.3,AUCHAN,01.1.4.5.0,Fromage
10157565_01,20/08/2024,25/05/2024,TABLEAU,4,2 SANDWICHS,9,SUMA MOTOBALL,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10157053_01,05/08/2024,18/05/2024,TABLEAU,1,2 SANDWICHS + 1 CREPE,9,CLUB HOUSE OBERMODERN,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10158321_01,28/08/2024,15/06/2024,TABLEAU,3,2 STEAKS + 1 SAUCISSE SECHE,7.4,//,01.1.2.2,"Viande, fraîche, réfrigérée ou congelée (ND)"
10157637_01,23/08/2024,23/05/2024,TABLEAU,1,2 SUSPENSION PLAFONNIER,45,VIDE GRENIER,05.1.1.3,Matériel d'éclairage (D)
10158777_01,11/09/2024,27/06/2024,TABLEAU,3,2 TARTELETTES CITRON,4.6,THIRIET,01.1.1.3.9.1,Pâtisserie
10157062_01,05/08/2024,06/06/2024,TABLEAU,1,2 VENTILATEURS PORTABLES,56.9,AMAZON,05.3.2.9.1,Appareils de ventilation
10151089_01,03/09/2024,08/06/2024,TABLEAU,2,2 VETEMENTS BEBE (VESTE + GILET),34.9,ZARA,03.1.2.3,Vêtements pour nourrissons (de moins de 2 ans) (SD)
10157542_01,06/09/2024,18/06/2024,TABLEAU,1,2 VITTEL MENTHE,5.6,BAR,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157365_01,06/09/2024,14/06/2024,TABLEAU,5,2 X AILES DE POULET,8.4,CARREFOUR EXPRESS,01.1.2.2.4,"Viande de volaille, fraîche, réfrigérée ou congelée"
10157111_01,10/09/2024,//,TABLEAU,16,2 X BOISSON,12,BAR CHEZ OLYMPE,11.1.1.1,"Restaurants, cafés et établissements similaires — service complet (S)"
10157111_01,10/09/2024,//,TABLEAU,15,2 X BOISSONS,12,BAR CHEZ OLYMPE,11.1.1.1,"Restaurants, cafés et établissements similaires — service complet (S)"
10157111_01,10/09/2024,//,TABLEAU,3,2 X FILET SAUMON,15.9,INTERMARCHE,01.1.3.1.2,"Salmonidés, vivants, frais, réfrigérés ou congelés"
10157017_01,04/09/2024,04/06/2024,TABLEAU,1,2 X GLACES + 1 EAU,11,CIGOLANDE PARC D'ATTRACTION,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10157111_01,10/09/2024,//,TABLEAU,4,2 X LAIT BOISSON AU SOJA,4.9,INTERMARCHE,01.1.4.4.3,Lait de soja
10157111_01,10/09/2024,//,TABLEAU,13,2 X TRIO LENTILLES,9.4,NATURALIA,01.1.7.6.4,"Lentilles, séchées"
10156549_01,29/08/2024,03/06/2024,TABLEAU,2,2 ZAKARI,2,//,01.1.1.3.9.4,Autres produits de boulangerie
10158276_01,28/08/2024,22/05/2024,TABLEAU,4,25/05 BOIS,250,PARTICULIER,04.3.1.1.3,Articles en bois
10156503_01,29/08/2024,19/06/2024,TABLEAU,15,2BOUTEILLES EAU,2,//,01.2.5.0.0,Eau
10156509_01,02/08/2024,28/05/2024,TABLEAU,6,2BT DE JUS,6.1,SAVIPAL EPICERIE,01.2.1.0.0,Jus de fruits et de légumes
10158782_01,20/08/2024,28/05/2024,TABLEAU,7,2BTES HARICOTS,,COLRUYT,01.1.7.3,"Légumes à cosse verts, frais ou réfrigérés (ND)"
10157847_01,25/07/2024,28/05/2024,TABLEAU,4,2KG COQUILLETTES,3.9,DRIVE CARREFOUR,01.1.1.5.0,"Macaroni, nouilles, couscous et pâtes alimentaires similaires"
10156532_01,22/08/2024,//,TABLEAU,13,2KG DE POISSON FRAIS,33,//,01.1.3.1,"Poisson, vivant, frais, réfrigéré ou surgelé (ND)"
10157836_01,25/07/2024,31/05/2024,TABLEAU,1,2KG FRUITS (BANANES,3.8,MARCHE,01.1.6.1.2,"Bananes, fraîches"
10158782_01,20/08/2024,28/05/2024,TABLEAU,4,2L LAIT D'AMANDES,,COLRUYT,01.1.4.4.2,Lait d'amande
10156549_01,29/08/2024,29/05/2024,TABLEAU,2,3 BAGUETTE,3.6,BOUTIQUE,01.1.1.3.1,Pain
10156549_01,29/08/2024,30/05/2024,TABLEAU,3,3 BAGUETTE,3.6,BOUTIQUE,01.1.1.3.1,Pain
10156549_01,29/08/2024,03/06/2024,TABLEAU,1,3 BAGUETTE,3.6,BOUTIQUE,01.1.1.3.1,Pain
10156809_01,11/09/2024,11/06/2024,TABLEAU,1,3 BAGUETTE,3,BOULANGERIE,01.1.1.3.1,Pain
10156549_01,29/08/2024,28/05/2024,TABLEAU,2,3 BAGUETTES,3.6,BOUTIQUE,01.1.1.3.1,Pain
10156549_01,29/08/2024,02/06/2024,TABLEAU,3,3 BAGUETTES,3.6,//,01.1.1.3.1,Pain
10156594_01,23/08/2024,23/05/2024,TABLEAU,1,3 BAGUETTES,3.3,BOULANGERIE,01.1.1.3.1,Pain
10156531_01,02/08/2024,16/05/2024,TABLEAU,2,3 BAGUETTES MULTICEREALES,6.3,BAGUETTE SHOP,01.1.1.3.1,Pain
10157565_01,20/08/2024,25/05/2024,TABLEAU,3,3 BOISSONS (BIERES),10.5,SUMA MOTOBALL,02.1.3.0,Bière (ND)
10157200_01,11/09/2024,16/06/2024,TABLEAU,1,3 CREPES,10,FOOD TRUCK TUTTI FRUTTI FUTUROSCOPE,11.1.1.2,"Restaurants, cafés et établissements similaires — service limité (S)"
10158392_01,04/09/2024,11/06/2024,TABLEAU,2,3 CROISSANTS,3.3,POULAILLON,01.1.1.3.9.2,Viennoiserie
10157200_01,11/09/2024,15/06/2024,TABLEAU,2,3 CULOTTES (FEMME),,BOUTIQUE DE LINGERIE FALBALA,03.1.2.2,Vêtements pour femmes ou filles (SD)
10156897_01,26/08/2024,03/06/2024,TABLEAU,2,3 ESSUIE TOUT,1.6,CARREFOUR,05.6.1.9,Autres biens ménagers non durables (ND)
10157702_01,06/09/2024,20/06/2024,TABLEAU,3,3 LAITS FERMENTES,4.4,LIDL,01.1.4.3.9,Autre lait
10158141_01,09/10/2024,15/06/2024,TABLEAU,3,3 MELONS,3,MARCHE,01.1.6.5.3,"Cantaloups et autres melons, frais"
10158122_01,27/08/2024,16/06/2024,TABLEAU,1,3 MENUS XL SUR PLACE,29.9,QUICK,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10157335_01,05/09/2024,25/06/2024,TABLEAU,1,3 PAINS,4.5,BOULANGERIE,01.1.1.3.1,Pain
10157200_01,11/09/2024,15/06/2024,TABLEAU,3,3 PAIRES DE CHAUSSETTE (FEMME),15,BOUTIQUE DE LINGERIE FALBALA,03.1.2.2,Vêtements pour femmes ou filles (SD)
10157702_01,06/09/2024,20/06/2024,TABLEAU,4,3 PAQUETS BISCUITS CHOCO CRUSH,7.9,LIDL,01.1.1.3.9.3,Biscuits et gâteaux
10157421_01,06/09/2024,01/06/2024,TABLEAU,1,3 PAQUETS CAFE,16.5,TI-KAFE,01.2.2.0.1,Café
10158715_01,10/09/2024,23/06/2024,TABLEAU,2,3 PATISSERIES,6.6,BOULANGERIE,01.1.1.3.9.1,Pâtisserie
10158392_01,04/09/2024,06/06/2024,TABLEAU,1,3 PETITS PAINS,3.4,POULAILLON,01.1.1.3.1,Pain
10156513_01,29/08/2024,06/06/2024,TABLEAU,3,3 TABAC A ROULER BROOKLYN,18,STATION SERVICE,02.3.0.9,Autres produits du tabac (ND)
10157017_01,04/09/2024,08/07/2024,TABLEAU,2,3 X OYAS POUR LE JARDIN,120,POTERIE,09.3.1.1,Produits de jardin (ND)
10158276_01,28/08/2024,22/05/2024,TABLEAU,6,30/05 FLEURS,36.9,TULIPES,09.3.1.2.1,Plantes et fleurs
10156549_01,29/08/2024,31/05/2024,TABLEAU,2,4 BAGUETTE,4.8,BOUTIQUE,01.1.1.3.1,Pain
10157204_01,12/09/2024,28/06/2024,TABLEAU,2,4 BAGUETTES,6,BOULANGERIE,01.1.1.3.1,Pain
10156538_01,21/08/2024,20/05/2024,TABLEAU,2,4 BAGUETTES,4.8,PATISSERIE,01.1.1.3.1,Pain
10157871_01,09/09/2024,09/06/2024,TABLEAU,1,4 BAGUETTES,4.6,BOULANGERIE,01.1.1.3.1,Pain
10156643_01,11/09/2024,30/06/2024,TABLEAU,1,4 BAGUETTES,3.3,BOULANGERIE,01.1.1.3.1,Pain
10156772_01,03/09/2024,31/05/2024,TABLEAU,3,4 BAGUETTES PAIN DONT 1 OFFERTE,3.1,MARIE BLACHERE,01.1.1.3.1,Pain
10158777_01,11/09/2024,27/06/2024,TABLEAU,12,4 ECLAIRS AU CHOCOLAT,3.9,THIRIET,01.1.1.3.9.1,Pâtisserie
10157757_01,13/08/2024,02/06/2024,TABLEAU,1,4 PAQUETS DE CIGARETTES,56.8,VIVAL MOULON,02.3.0.1,Cigarettes (ND)
10157259_01,06/09/2024,27/06/2024,TABLEAU,2,4 PILES,"9.7,0",,05.5.2.2,Accessoires divers (SD)
10157075_01,04/09/2024,13/06/2024,TABLEAU,1,4 PQT CHIPS,15.2,FROMAGER,01.1.7.9.4.2,Chips
10156969_01,26/08/2024,06/06/2024,TABLEAU,3,4 TRANCHES DE JAMBON,5,CARREFOUR MARKET,01.1.2.3.2,"Viandes de porc, coupées, salées, séchées ou fumées (bacon et jambon)"
10157111_01,10/09/2024,//,TABLEAU,17,4 X GINGER BEER,20,BOITE DE NUIT WANDERLUST,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10158838_01,04/09/2024,10/06/2024,TABLEAU,4,4 X SANS FRAIS ACHAT DIVERS,41.8,TENU,98.2,Divers
10157017_01,04/09/2024,06/06/2024,TABLEAU,2,5 GLACES,10.5,POUR 5 PETITS HANDICAPS,01.1.8.6.0,"Glaces, glaces et sorbets"
10157702_01,06/09/2024,20/06/2024,TABLEAU,5,5 PALETS AU BEURRE,5.3,LIDL,01.1.1.3.9.3,Biscuits et gâteaux
10156877_01,08/10/2024,08/06/2024,TABLEAU,3,5 PATISSERIES,15.2,PATISSERIE,01.1.1.3.9.1,Pâtisserie
10156968_01,26/08/2024,15/06/2024,TABLEAU,5,6 BIERES + 2 VERRES,72.4,CAVE A BIERE,02.1.3.0,Bière (ND)
10158777_01,11/09/2024,27/06/2024,TABLEAU,4,6 CREPES PAYSANNES,8.5,THIRIET,01.1.9.1.5,"Omelettes, crêpes et autres plats cuisinés à base d'œufs"
10157637_01,23/08/2024,27/05/2024,TABLEAU,1,6 JUIN PRELEVEMENT COTISATION ANNUELLE CB,45.2,COMPTE BANCAIRE,98.2,Divers
10151089_01,03/09/2024,12/06/2024,TABLEAU,1,6 MENUS POUR 3 PERSONNES (REPAS POUR LA SEMAINE),94.6,HELLO FRESH,98.1.1,Courses alimentaires
10158777_01,11/09/2024,27/06/2024,TABLEAU,11,6 MERGUEZ,6.8,THIRIET,01.1.2.5.1,"Saucisses, saucissons et produits similaires de viande, d'abats ou de sang"
10156897_01,26/08/2024,03/06/2024,TABLEAU,3,6 NYLAAND (SACS ASPIRATEUR),19.9,CARREFOUR,05.6.1.1,Produits de nettoyage et d'entretien ménager (ND)
10156897_01,26/08/2024,03/06/2024,TABLEAU,1,6 OEUF BIO,2.2,CARREFOUR,01.1.4.8.1,"Oeufs de poule et autres oiseaux en coquille, frais"
10156979_01,09/10/2024,18/06/2024,TABLEAU,3,6 OEUFS,2.5,FERME,01.1.4.8.1,"Oeufs de poule et autres oiseaux en coquille, frais"
10157017_01,04/09/2024,07/05/2024,TABLEAU,2,6 X CAFE,4,MACHINE A CAFE DU L'ECOL,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10157871_01,09/09/2024,11/06/2024,TABLEAU,1,8 BAGUETTES,9.2,BOULANGERIE,01.1.1.3.1,Pain
10157996_01,11/09/2024,17/06/2024,TABLEAU,4,AB. BOX,37.9,ORANGE,08.3.4.0,Services groupés de télécommunications (S)
10156587_01,23/08/2024,31/05/2024,TABLEAU,2,ABBATANT WC,22.9,BRICORAMA,04.3.1.1.6,Autres matériaux
10157710_02,06/09/2024,04/06/2024,TABLEAU,4,ABO TRANSPORT TBM,34.8,TBM,07.3.2.1,Transport de personnes par autobus et autocar (S)
10157961_01,20/08/2024,26/05/2024,TABLEAU,1,ABONEMENT,14.9,SPOTIFY,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10157709_01,13/08/2024,04/06/2024,TABLEAU,1,ABONEMENT SPORT,69.9,ELEVATE PREMIUM,09.4.6.2,Prestations sportives - practice (S)
10157623_01,12/09/2024,05/07/2024,TABLEAU,3,ABONNEMENT,49.9,FREE,08.3.4.0,Services groupés de télécommunications (S)
10157908_01,29/08/2024,10/06/2024,TABLEAU,3,ABONNEMENT,13.4,NETFLIX,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10157623_01,12/09/2024,01/07/2024,TABLEAU,1,ABONNEMENT,10.9,NETFLIX,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10157126_01,05/09/2024,20/06/2024,TABLEAU,4,ABONNEMENT,6.9,AMAZON,07.4.1.2,Services de messagerie et de livraison de colis (S)
10157908_01,29/08/2024,06/06/2024,TABLEAU,1,ABONNEMENT ALARME,56.9,VERISURE,04.3.2.0,"Services d'entretien, de réparation et de sécurité du logement (S)"
10158709_01,28/08/2024,03/06/2024,TABLEAU,1,ABONNEMENT CANAL +,"55.9,0",,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10157192_01,05/09/2024,03/06/2024,TABLEAU,1,ABONNEMENT CANAL SAT,35.9,//,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10158503_01,10/09/2024,02/07/2024,TABLEAU,1,ABONNEMENT CANAL+,45.9,CANAL PLUS,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10156633_02,16/08/2024,04/06/2024,TABLEAU,2,ABONNEMENT CANALSAT,86.5,PRELEVEMENT,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10156742_03,23/08/2024,06/06/2024,TABLEAU,1,ABONNEMENT CINEMA,17.9,CINEMA,09.6.1.0,"Services fournis par les cinémas, théâtres et salles de concert (S)"
10157044_01,03/09/2024,06/06/2024,TABLEAU,3,ABONNEMENT CTS,5.8,CTS,07.3.2.1,Transport de personnes par autobus et autocar (S)
10158503_01,10/09/2024,28/06/2024,TABLEAU,2,ABONNEMENT DISNEY PLUS,11.9,DISNEY PLUS,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10156970_01,26/08/2024,07/06/2024,TABLEAU,1,ABONNEMENT FIBRE,32.4,//,08.3.4.0,Services groupés de télécommunications (S)
10156876_01,07/10/2024,13/06/2024,TABLEAU,2,ABONNEMENT FORMATION,29,HOME STUDIO,10.5.0.9,Autre formation non définie par niveau (S)
10156849_02,23/08/2024,06/06/2024,TABLEAU,1,ABONNEMENT HEBDOMADAIRE,44,SNCF,07.3.1.1,Transport de voyageurs par train (S)
10156643_01,11/09/2024,28/06/2024,TABLEAU,1,ABONNEMENT INTERNET,50.9,ORANGE,08.3.3.0,Services de fourniture d'accès Internet et services de stockage net (S)
10157723_02,27/08/2024,06/06/2024,TABLEAU,1,ABONNEMENT INTERNET,39.9,FREE BOX,08.3.3.0,Services de fourniture d'accès Internet et services de stockage net (S)
10158138_01,09/10/2024,27/05/2024,TABLEAU,3,ABONNEMENT INTERNET + TELEPHONE MOBILE,56.9,ORANGE,08.3.4.0,Services groupés de télécommunications (S)
10156989_01,26/08/2024,04/06/2024,TABLEAU,1,ABONNEMENT LIVRES ENFANT,9.9,BAYARD,09.7.1.9,Autres livres (SD)
10157904_01,20/08/2024,24/05/2024,TABLEAU,2,ABONNEMENT MAGAZINES,5.2,//,09.7.2.2,Magazines et périodiques (ND)
10157287_01,10/09/2024,02/07/2024,TABLEAU,3,ABONNEMENT MENSUEL CROSSFIT,89,RURONI CROSSFIT,09.4.6.2,Prestations sportives - practice (S)
10157012_02,02/08/2024,23/05/2024,TABLEAU,3,ABONNEMENT MENSUEL JEUX,11.9,SONY,09.4.3.1,Location de logiciels de jeux et abonnement à des jeux en ligne (S)
10156515_01,22/08/2024,02/06/2024,TABLEAU,1,ABONNEMENT MENSUEL PLATEFORME,14.9,NETFLIX,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10156515_01,22/08/2024,05/06/2024,TABLEAU,5,ABONNEMENT MENSUEL POSTE WIFI,48.9,CANAL ANTILLES,08.3.3.0,Services de fourniture d'accès Internet et services de stockage net (S)
10157222_01,20/08/2024,18/05/2024,TABLEAU,1,ABONNEMENT MENSUEL STOCKAGE CLOUD (TELEPHONE),3.7,APPLE (PRELEVEMENT MENSUEL),08.3.3.0,Services de fourniture d'accès Internet et services de stockage net (S)
10158138_01,09/10/2024,27/05/2024,TABLEAU,4,ABONNEMENT MOBILE,9.9,SOSH,08.3.2.0,Services de communications mobiles (S)
10156884_01,26/08/2024,31/05/2024,TABLEAU,3,ABONNEMENT MUSIQUE,16.9,APPLE MUSIC,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10158503_01,10/09/2024,01/07/2024,TABLEAU,1,ABONNEMENT ORANGE,30.9,ORANGE,08.3.3.0,Services de fourniture d'accès Internet et services de stockage net (S)
10157074_01,04/09/2024,18/06/2024,TABLEAU,1,ABONNEMENT PISCINE (3 MOIS),50.5,PISCINE,09.4.6.2,Prestations sportives – practice (S)
10156730_01,12/08/2024,04/06/2024,TABLEAU,1,ABONNEMENT PLAYSTATION,13.9,SONY,09.4.3.1,Location de logiciels de jeux et abonnement à des jeux en ligne (S)
10156627_01,28/08/2024,17/06/2024,TABLEAU,1,ABONNEMENT PORTABLE,34.9,ORANGE,08.3.2.0,Services de communications mobiles (S)
10156615_01,04/09/2024,//,TABLEAU,12,ABONNEMENT PORTABLE,12.9,FREE,08.3.2.0,Services de communications mobiles (S)
10157192_01,05/09/2024,05/06/2024,TABLEAU,4,ABONNEMENT SALLE DE SPORT,73,CAP SAMARO (AQUAPOLE),09.4.6.2,Prestations sportives – practice (S)
10156518_01,29/08/2024,05/06/2024,TABLEAU,1,ABONNEMENT SFR,49.9,SFR,08.3.4.0,Services groupés de télécommunications (S)
10157413_01,06/09/2024,01/06/2024,TABLEAU,2,ABONNEMENT SPORT,45,FITNESS SPORT,09.4.6.2,Prestations sportives – practice (S)
10157860_01,25/07/2024,28/05/2024,TABLEAU,3,ABONNEMENT SPORT,36,LM SPORT,09.4.6.2,Prestations sportives – practice (S)
10158551_01,21/08/2024,05/06/2024,TABLEAU,1,ABONNEMENT SPORTIF ANNUEL,230,ASSOCIATION SPORTIVE,09.4.6.2,Prestations sportives – pratiquez (S)
10158463_01,10/09/2024,12/06/2024,TABLEAU,4,ABONNEMENT STATIONNEMENT PARIS POUR 3 ANS,90,INTERNET,07.2.4.1,Services de stationnement (S)
10156710_01,12/08/2024,06/06/2024,TABLEAU,2,ABONNEMENT TEL,34.4,FREE,08.3.2.0,Services de communications mobiles (S)
10156799_01,28/08/2024,08/06/2024,TABLEAU,2,ABONNEMENT TEL PORTABLE,19.9,FREE MOBILE,08.3.2.0,Services de communications mobiles (S)
10158861_01,22/08/2024,04/06/2024,TABLEAU,2,ABONNEMENT TELE,25.9,CANAL +,08.3.2.0,Services de communications mobiles (S)
10156715_01,02/09/2024,01/06/2024,TABLEAU,3,ABONNEMENT TELEPHONE,36.9,ORANGE,08.3.2.0,Services de communications mobiles (S)
10156831_01,20/08/2024,16/05/2024,TABLEAU,1,ABONNEMENT TELEPHONE MOBILE,10.9,BANQUE POSTALE,08.3.2.0,Services de communications mobiles (S)
10157199_01,27/08/2024,07/06/2024,TABLEAU,2,ABONNEMENT TELEPHONIQUE,36.9,ORANGE,08.3.2.0,Services de communications mobiles (S)
10156849_01,23/08/2024,04/06/2024,TABLEAU,1,ABONNEMENT TELEVISION,64,CANAL +,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10156742_03,23/08/2024,06/06/2024,TABLEAU,2,ABONNEMENT TRANSPORT,21.9,TRAM / BUS,07.3.5.0,Transport combiné de voyageurs (S)
10156683_02,02/09/2024,24/06/2024,TABLEAU,1,ABONNEMENT TRANSPORT BAC,120,//,07.3.4.0,Transport de voyageurs par voie maritime et fluviale (S)
10156923_01,26/08/2024,11/06/2024,TABLEAU,2,ABONNEMENT XBOX LIVE,14.9,MICROSOFT,09.4.3.1,Location de logiciels de jeux et abonnement à des jeux en ligne (S)
10157074_01,04/09/2024,15/06/2024,TABLEAU,1,ABRICOT,,FROMAGE BLANC,98.1.1,Courses alimentaires
10156709_01,02/09/2024,13/06/2024,TABLEAU,3,ABRICOT AU COLIS – MASSA DES BOIS,22.9,AU POIRIER,01.1.6.3.3,"Abricots, frais"
