product;code;libelle
Bob’s Red Mill Farine de sarrasin bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de sarrasin sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de quinoa complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de quinoa bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de quinoa sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de millet complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de millet bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de millet sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de kamut complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de kamut bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de kamut sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de teff complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de teff bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de teff sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de châtaigne complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de châtaigne bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de châtaigne sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’orge complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’orge bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’orge sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de maïs complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de maïs bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de maïs sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T55;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T45;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T65;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T80;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T100;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T150;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T200;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T250;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T300;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T350;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T400;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T450;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T500;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T550;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T600;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T650;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T700;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T750;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T800;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T850;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T900;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T950;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1000;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1050;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1100;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1150;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1200;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1250;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1300;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1350;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1400;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1450;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1500;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1550;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1600;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1650;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1700;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1750;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1800;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1850;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1900;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1950;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2000;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2050;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2100;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2150;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2200;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2250;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2300;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2350;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2400;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2450;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2500;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2550;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2600;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2650;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2700;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2750;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2800;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2850;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2900;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2950;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T3000;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre complet;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T55;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T45;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T65;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T80;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T100;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T150;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T200;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T250;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T300;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T350;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T400;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T450;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre T500;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle complet bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T55;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T45;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T65;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T80;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T100;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T150;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T200;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T250;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T300;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T350;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T400;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T450;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle T500;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T55 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T45 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T65 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T80 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T100 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T150 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T200 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T250 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T300 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T350 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T400 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T450 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T500 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T550 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T600 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T650 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T700 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T750 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T800 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T850 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T900 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T950 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1000 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1050 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1100 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1150 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1200 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1250 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1300 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1350 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1400 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1450 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1500 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1550 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1600 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1650 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1700 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1750 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1800 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1850 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1900 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T1950 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2000 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2050 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2100 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2150 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2200 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2250 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2300 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2350 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2400 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2450 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé T2500 bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’avoine bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de sarrasin bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de quinoa bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de millet bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de kamut bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de teff bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de châtaigne bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’orge bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de riz complet bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de riz blanc bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de maïs bio;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle complet sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’avoine sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’épeautre sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de blé sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de sarrasin sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de quinoa sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de millet sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de kamut sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de teff sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de châtaigne sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine d’orge sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de seigle sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de maïs sans gluten;01.1.1.2;Farine de céréales (ND)
Bob’s Red Mill Farine de riz blanc sans gluten;01.1.1.2;Farine de céréales (ND)
Baguette tradition Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
Pain complet Harry’s;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant au beurre Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de campagne Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
Biscottes LU;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers Panzani;01.1.1.3;Pain et produits de boulangerie (ND)
Tortillas Mission Soft Wrap;01.1.1.3;Pain et produits de boulangerie (ND)
Injera Bimbo Tradition;01.1.1.3;Pain et produits de boulangerie (ND)
Pâte à pizza nature Barilla;01.1.1.3;Pain et produits de boulangerie (ND)
Pain d’épices Bonne Maman;01.1.1.3;Pain et produits de boulangerie (ND)
Cookies Michel et Augustin Chocolate Chip;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufres St Michel Classiques;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpes Moulin de La Vallée;01.1.1.3;Pain et produits de boulangerie (ND)
Cornet glace Häagen‑Dazs Vanilla Cone;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin Carrefour Blueberry;01.1.1.3;Pain et produits de boulangerie (ND)
Crumpet Twinings Original;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant aux amandes La Mère Poulard;01.1.1.3;Pain et produits de boulangerie (ND)
Tarte aux pommes Michel et Augustin Tarte Fine;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit sablé LU Petit Délice;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit chocolat Lu Petit Ecolier;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux céréales Harry’s Multigrain;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette aux olives Panzani Olive Bread;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuits brebis St Michel Meringuée;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de seigle Carrefour Seigle Family;01.1.1.3;Pain et produits de boulangerie (ND)
Pains à burger McCain Mini Buns;01.1.1.3;Pain et produits de boulangerie (ND)
Pain grillé Brossard Toasté;01.1.1.3;Pain et produits de boulangerie (ND)
Pain pita Mission Light Pita;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit gingembre Bonne Maman Ginger Spice;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre Lactalis Biscuit Gaufrette;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpe nature La Maison de la Crêpe;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin chocolat Michel et Augustin Choco Muffin;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant au chocolat Brioche Pasquier Choco Croissant;01.1.1.3;Pain et produits de boulangerie (ND)
Pain d’épices aux fruits Bonne Maman Fruits Spice;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuits aux raisins LU Raisin Crunch;01.1.1.3;Pain et produits de boulangerie (ND)
Tortilla mexicaine Mission Wrap Mex;01.1.1.3;Pain et produits de boulangerie (ND)
Pain baguette Carrefour Baguette Classic;01.1.1.3;Pain et produits de boulangerie (ND)
Biscotte complète Harry’s Whole Wheat;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers aux herbes Panzani Herb Crackers;01.1.1.3;Pain et produits de boulangerie (ND)
Brioche Brioche Pasquier Miel;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux noix Le Pain Quotidien Walnut;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit au beurre Lu Petits Beurres;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre au caramel St Michel Caramel;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpe au sucre La Vallée Sucre;01.1.1.3;Pain et produits de boulangerie (ND)
Cornet glace Magnum Mini Cone;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin à la banane Carrefour Banana Muffin;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant fourré La Mère Poulard Jam;01.1.1.3;Pain et produits de boulangerie (ND)
Tarte au citron Michel et Augustin Lemon Tart;01.1.1.3;Pain et produits de boulangerie (ND)
Pain complet Brossard Wholegrain;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette aux graines Harry’s Seeded Baguette;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit chocolat LU Muffin Choco;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers sésame Panzani Sesame Crackers;01.1.1.3;Pain et produits de boulangerie (ND)
Tortilla de blé Mission Soft Wrap;01.1.1.3;Pain et produits de boulangerie (ND)
Injera nature Bimbo Flatbread;01.1.1.3;Pain et produits de boulangerie (ND)
Pain à l’ail Carrefour Garlic Bread;01.1.1.3;Pain et produits de boulangerie (ND)
Pain d’épices au miel Bonne Maman Honey Spice;01.1.1.3;Pain et produits de boulangerie (ND)
Cookie aux pépites Michel et Augustin Chip Cookie;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre légère St Michel Light Waffle;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpe bretonne La Maison de la Crêpe Breton;01.1.1.3;Pain et produits de boulangerie (ND)
Cornet glace Ben & Jerry’s Cone;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin aux myrtilles Carrefour Blueberry Muffin;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant aux raisins Brioche Pasquier Raisin;01.1.1.3;Pain et produits de boulangerie (ND)
Tarte aux fraises Michel et Augustin Strawberry Tart;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie Harry’s Sandwich Bread;01.1.1.3;Pain et produits de boulangerie (ND)
